0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
0.001000, 0.983877, 0.003441, 0.000411, 0.000023, 0.000005, 0.000002, 0.000001, 0.000000, 0.000000, 0.000000, 
0.002000, 0.939045, 0.012743, 0.001507, 0.000089, 0.000021, 0.000006, 0.000002, 0.000001, 0.000000, 0.000000, 
0.003000, 0.874636, 0.025571, 0.002978, 0.000194, 0.000044, 0.000013, 0.000004, 0.000002, 0.000001, 0.000000, 
0.004000, 0.801995, 0.039805, 0.004532, 0.000332, 0.000073, 0.000020, 0.000007, 0.000003, 0.000001, 0.000001, 
0.005000, 0.731405, 0.054576, 0.006042, 0.000497, 0.000104, 0.000028, 0.000009, 0.000003, 0.000001, 0.000001, 
0.006000, 0.670357, 0.070170, 0.007529, 0.000682, 0.000137, 0.000034, 0.000011, 0.000004, 0.000002, 0.000001, 
0.007000, 0.623304, 0.087282, 0.009059, 0.000884, 0.000169, 0.000040, 0.000012, 0.000004, 0.000002, 0.000001, 
0.008000, 0.592016, 0.106460, 0.010653, 0.001095, 0.000201, 0.000045, 0.000012, 0.000004, 0.000002, 0.000001, 
0.009000, 0.575925, 0.128011, 0.012289, 0.001307, 0.000232, 0.000050, 0.000013, 0.000004, 0.000001, 0.000001, 
0.010000, 0.572485, 0.151983, 0.013941, 0.001511, 0.000262, 0.000054, 0.000013, 0.000004, 0.000001, 0.000001, 
0.011000, 0.577830, 0.177887, 0.015621, 0.001700, 0.000289, 0.000059, 0.000014, 0.000004, 0.000001, 0.000001, 
0.012000, 0.587673, 0.204365, 0.017384, 0.001871, 0.000314, 0.000064, 0.000016, 0.000005, 0.000002, 0.000001, 
0.013000, 0.598091, 0.229347, 0.019330, 0.002027, 0.000337, 0.000070, 0.000018, 0.000005, 0.000002, 0.000001, 
0.014000, 0.605874, 0.250825, 0.021581, 0.002171, 0.000356, 0.000076, 0.000020, 0.000006, 0.000002, 0.000001, 
0.015000, 0.608502, 0.267797, 0.024239, 0.002307, 0.000372, 0.000083, 0.000023, 0.000008, 0.000003, 0.000001, 
0.016000, 0.604062, 0.280695, 0.027326, 0.002437, 0.000384, 0.000089, 0.000026, 0.000009, 0.000003, 0.000002, 
0.017000, 0.591310, 0.291088, 0.030741, 0.002571, 0.000393, 0.000095, 0.000030, 0.000010, 0.000004, 0.000002, 
0.018000, 0.569879, 0.300958, 0.034301, 0.002723, 0.000399, 0.000101, 0.000033, 0.000011, 0.000004, 0.000002, 
0.019000, 0.540478, 0.311977, 0.037843, 0.002914, 0.000404, 0.000105, 0.000036, 0.000012, 0.000005, 0.000002, 
0.020000, 0.505053, 0.324904, 0.041321, 0.003160, 0.000410, 0.000109, 0.000038, 0.000013, 0.000005, 0.000002, 
0.021000, 0.466838, 0.339146, 0.044861, 0.003470, 0.000419, 0.000112, 0.000040, 0.000014, 0.000005, 0.000002, 
0.022000, 0.430059, 0.352718, 0.048722, 0.003845, 0.000433, 0.000114, 0.000042, 0.000015, 0.000005, 0.000003, 
0.023000, 0.399061, 0.362971, 0.053218, 0.004282, 0.000454, 0.000117, 0.000044, 0.000016, 0.000005, 0.000003, 
0.024000, 0.377039, 0.367930, 0.058614, 0.004786, 0.000486, 0.000122, 0.000047, 0.000017, 0.000006, 0.000003, 
0.025000, 0.365109, 0.367424, 0.065038, 0.005378, 0.000532, 0.000128, 0.000050, 0.000018, 0.000006, 0.000003, 
0.026000, 0.362354, 0.363117, 0.072446, 0.006108, 0.000596, 0.000138, 0.000053, 0.000019, 0.000006, 0.000003, 
0.027000, 0.366774, 0.357368, 0.080640, 0.007050, 0.000684, 0.000152, 0.000058, 0.000020, 0.000007, 0.000003, 
0.028000, 0.376258, 0.351841, 0.089352, 0.008289, 0.000807, 0.000171, 0.000064, 0.000022, 0.000008, 0.000003, 
0.029000, 0.388867, 0.346856, 0.098348, 0.009889, 0.000978, 0.000196, 0.000071, 0.000024, 0.000008, 0.000003, 
0.030000, 0.402479, 0.341679, 0.107484, 0.011878, 0.001211, 0.000227, 0.000078, 0.000026, 0.000009, 0.000003, 
0.031000, 0.414570, 0.335159, 0.116688, 0.014238, 0.001524, 0.000267, 0.000085, 0.000028, 0.000009, 0.000004, 
0.032000, 0.422668, 0.326137, 0.125886, 0.016926, 0.001927, 0.000317, 0.000093, 0.000029, 0.000010, 0.000004, 
0.033000, 0.425158, 0.313651, 0.134915, 0.019891, 0.002427, 0.000381, 0.000101, 0.000030, 0.000010, 0.000004, 
0.034000, 0.421692, 0.297345, 0.143494, 0.023089, 0.003020, 0.000459, 0.000110, 0.000031, 0.000010, 0.000004, 
0.035000, 0.412802, 0.278146, 0.151285, 0.026489, 0.003693, 0.000554, 0.000121, 0.000033, 0.000010, 0.000004, 
0.036000, 0.399134, 0.258701, 0.158007, 0.030074, 0.004424, 0.000662, 0.000135, 0.000035, 0.000010, 0.000004, 
0.037000, 0.381053, 0.242952, 0.163566, 0.033831, 0.005186, 0.000781, 0.000153, 0.000038, 0.000011, 0.000005, 
0.038000, 0.358929, 0.234832, 0.168134, 0.037733, 0.005953, 0.000905, 0.000174, 0.000043, 0.000013, 0.000006, 
0.039000, 0.333695, 0.236781, 0.172127, 0.041713, 0.006697, 0.001027, 0.000197, 0.000049, 0.000015, 0.000007, 
0.040000, 0.307049, 0.248918, 0.176086, 0.045660, 0.007398, 0.001138, 0.000222, 0.000056, 0.000018, 0.000008, 
0.041000, 0.281055, 0.269145, 0.180494, 0.049469, 0.008045, 0.001232, 0.000246, 0.000065, 0.000021, 0.000010, 
0.042000, 0.257505, 0.293847, 0.185584, 0.053122, 0.008640, 0.001302, 0.000267, 0.000074, 0.000025, 0.000012, 
0.043000, 0.237499, 0.318754, 0.191229, 0.056747, 0.009210, 0.001345, 0.000282, 0.000084, 0.000029, 0.000014, 
0.044000, 0.221388, 0.339834, 0.196989, 0.060625, 0.009805, 0.001365, 0.000291, 0.000093, 0.000034, 0.000017, 
0.045000, 0.208860, 0.354242, 0.202335, 0.065088, 0.010494, 0.001368, 0.000292, 0.000101, 0.000038, 0.000019, 
0.046000, 0.199050, 0.361103, 0.206941, 0.070399, 0.011358, 0.001372, 0.000286, 0.000107, 0.000043, 0.000021, 
0.047000, 0.190746, 0.361652, 0.210883, 0.076637, 0.012470, 0.001396, 0.000275, 0.000112, 0.000047, 0.000023, 
0.048000, 0.182795, 0.358507, 0.214622, 0.083659, 0.013890, 0.001462, 0.000262, 0.000116, 0.000050, 0.000024, 
0.049000, 0.174568, 0.354391, 0.218758, 0.091110, 0.015650, 0.001591, 0.000252, 0.000120, 0.000054, 0.000026, 
0.050000, 0.166151, 0.351068, 0.223705, 0.098489, 0.017743, 0.001802, 0.000250, 0.000123, 0.000058, 0.000028, 
0.051000, 0.158133, 0.348961, 0.229454, 0.105249, 0.020117, 0.002107, 0.000260, 0.000126, 0.000061, 0.000029, 
0.052000, 0.151164, 0.347420, 0.235576, 0.110931, 0.022671, 0.002508, 0.000286, 0.000131, 0.000065, 0.000030, 
0.053000, 0.145668, 0.345242, 0.241415, 0.115293, 0.025276, 0.002996, 0.000332, 0.000138, 0.000068, 0.000032, 
0.054000, 0.141800, 0.341170, 0.246346, 0.118382, 0.027803, 0.003549, 0.000397, 0.000146, 0.000071, 0.000033, 
0.055000, 0.139504, 0.334354, 0.249952, 0.120526, 0.030167, 0.004144, 0.000481, 0.000157, 0.000074, 0.000034, 
